Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
Nepool MH DA LMP Peak,3/2/2020 0:00,3/3/2020 0:00,3/3/2020 0:00,19.75,19,19.25,-4.54,10400,11,10
Palo Verde Peak,3/2/2020 0:00,3/3/2020 0:00,3/3/2020 0:00,19,15.5,18.39,-0.96,8800,22,14
SP15 EZ Gen DA LMP Peak,3/2/2020 0:00,3/3/2020 0:00,3/3/2020 0:00,24.5,24.5,24.5,0.05,3200,7,8
PJM WH Real Time Peak,3/3/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,20.75,20.5,20.57,0.18,11200,13,12
Palo Verde Peak,3/3/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,21,19,19.31,0.92,8400,21,14
Mid C Peak,3/3/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,21.5,20,20.82,4.89,25200,61,17
Nepool MH DA LMP Peak,3/3/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,20.5,19,19.7,0.45,44800,53,17
PJM WH Real Time Peak,3/4/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,20.5,20,20.23,-0.34,8000,10,10
Palo Verde Peak,3/4/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,28,25,26.05,6.74,5600,13,9
Nepool MH DA LMP Peak,3/4/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,18.75,17.2,17.78,-1.92,43200,45,19
Mid C Peak,3/4/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,26.75,25,25.75,4.93,18400,46,14
SP15 EZ Gen DA LMP Peak,3/4/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,31,27,29.73,5.23,4400,11,9
PJM WH Real Time Peak,3/5/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,24.05,23.55,23.84,3.61,23200,28,20
SP15 EZ Gen DA LMP Peak,3/5/2020 0:00,3/6/2020 0:00,3/7/2020 0:00,26.5,26.5,26.5,-3.23,1600,1,2
Nepool MH DA LMP Peak,3/5/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,21,18.75,20.89,3.11,33600,29,16
Palo Verde Peak,3/5/2020 0:00,3/6/2020 0:00,3/7/2020 0:00,26,25,25.19,-0.86,12800,16,9
Mid C Peak,3/5/2020 0:00,3/6/2020 0:00,3/7/2020 0:00,25.5,24,24.74,-1.01,42400,53,16
Mid C Peak,3/6/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,30,28,28.88,4.14,16000,40,14
Palo Verde Peak,3/6/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,25.75,24.5,24.94,-0.25,5200,13,10
SP15 EZ Gen DA LMP Peak,3/6/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,33,31.25,32.38,5.88,8000,17,9
PJM WH Real Time Peak,3/6/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,21.25,21.25,21.25,-2.59,800,1,2
Mid C Peak,3/9/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,35.5,29,32.59,3.71,18400,46,15
PJM WH Real Time Peak,3/9/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,19.5,19,19.39,-1.86,15200,17,11
SP15 EZ Gen DA LMP Peak,3/9/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,34.5,34,34.17,1.79,13200,26,14
Nepool MH DA LMP Peak,3/9/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,20.15,20,20.02,-0.87,7200,9,6
Palo Verde Peak,3/9/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,33.5,26,29.8,4.86,6000,14,11
Mid C Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,24,23.25,23.62,-8.97,20000,50,16
PJM WH Real Time Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,23.25,22.45,23.01,3.62,20000,25,18
SP15 EZ Gen DA LMP Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,32,30,30.46,-3.71,15600,32,15
Nepool MH DA LMP Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,18.25,18.25,18.25,-1.77,4800,6,4
Palo Verde Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,30,28,29.15,-0.65,6800,15,10
NP15 EZ Gen DA LMP Peak,3/10/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,31.5,31.5,31.5,3.5,400,1,2
SP15 EZ Gen DA LMP Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,33,32,32.27,1.81,25600,47,21
Nepool MH DA LMP Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,21,20.5,20.58,2.33,7200,9,8
NP15 EZ Gen DA LMP Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,35.25,35.25,35.25,3.75,800,2,2
Mid C Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,37,32.5,34.75,11.13,30400,68,19
Palo Verde Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,32,27,29.86,0.71,4000,9,9
PJM WH Real Time Peak,3/11/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,25.5,22.25,24.39,1.38,16800,21,19
Mid C Peak,3/12/2020 0:00,3/13/2020 0:00,3/14/2020 0:00,31.65,27,27.63,-7.12,23200,27,15
Nepool MH DA LMP Peak,3/12/2020 0:00,3/13/2020 0:00,3/13/2020 0:00,19.5,19,19.28,-1.3,4000,5,9
PJM WH Real Time Peak,3/12/2020 0:00,3/13/2020 0:00,3/13/2020 0:00,23,22,22.53,-1.86,15200,18,11
Palo Verde Peak,3/12/2020 0:00,3/13/2020 0:00,3/14/2020 0:00,28,25.75,27.19,-2.67,9600,12,10
Nepool MH DA LMP Peak,3/13/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,22.5,22,22.18,2.9,5600,7,8
Palo Verde Peak,3/13/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,39.5,35,38.11,10.92,3600,8,11
SP15 EZ Gen DA LMP Peak,3/13/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,36,36,36,3.73,2800,7,6
Mid C Peak,3/13/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,45,26,37.97,10.34,29200,73,19
PJM WH Real Time Peak,3/13/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,26.5,25.5,25.87,3.34,7200,9,8
Palo Verde Peak,3/16/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,32.5,31,31.65,-6.46,2000,5,7
Mid C Peak,3/16/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,38.25,35,37.27,-0.7,19200,47,14
SP15 EZ Gen DA LMP Peak,3/16/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,35,35,35,-1,400,1,2
Nepool MH DA LMP Peak,3/16/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,20.25,20,20.06,-2.12,3200,4,5
Mid C Peak,3/17/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,36.25,34.5,35.52,-1.75,17600,44,11
PJM WH Real Time Peak,3/17/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,22.5,22.5,22.5,-3.37,1600,2,3
SP15 EZ Gen DA LMP Peak,3/17/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,32.5,32.5,32.5,-2.5,4800,8,7
Nepool MH DA LMP Peak,3/17/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,18.5,18.25,18.29,-1.77,9600,8,6
Palo Verde Peak,3/17/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,34,33,33.25,1.6,2800,7,9
Mid C Peak,3/18/2020 0:00,3/19/2020 0:00,3/19/2020 0:00,29,27,27.81,-7.71,15200,37,14
Nepool MH DA LMP Peak,3/18/2020 0:00,3/19/2020 0:00,3/19/2020 0:00,20.75,20.35,20.62,2.33,15200,19,14
SP15 EZ Gen DA LMP Peak,3/18/2020 0:00,3/19/2020 0:00,3/19/2020 0:00,29,28.25,28.68,-3.82,4000,10,9
Palo Verde Peak,3/18/2020 0:00,3/19/2020 0:00,3/19/2020 0:00,30.5,26.75,29.52,-3.73,5600,13,12
PJM WH Real Time Peak,3/18/2020 0:00,3/19/2020 0:00,3/19/2020 0:00,19,18.5,18.61,-3.89,7200,9,10
Palo Verde Peak,3/19/2020 0:00,3/20/2020 0:00,3/21/2020 0:00,23.5,20,21.43,-8.09,8000,10,7
Mid C Peak,3/19/2020 0:00,3/20/2020 0:00,3/21/2020 0:00,21.5,19.75,20.72,-7.09,40000,50,14
PJM WH Real Time Peak,3/19/2020 0:00,3/20/2020 0:00,3/20/2020 0:00,18.5,18.1,18.3,-0.31,1600,2,4
Nepool MH DA LMP Peak,3/19/2020 0:00,3/20/2020 0:00,3/20/2020 0:00,16.75,16,16.7,-3.92,12800,9,5
SP15 EZ Gen DA LMP Peak,3/19/2020 0:00,3/20/2020 0:00,3/21/2020 0:00,23.75,23.75,23.75,-4.93,800,1,2
Indiana Hub RT Peak,3/19/2020 0:00,3/20/2020 0:00,3/20/2020 0:00,21.75,21.75,21.75,-2.3,800,1,2
PJM WH Real Time Peak,3/20/2020 0:00,3/23/2020 0:00,3/23/2020 0:00,21.75,21.5,21.55,3.25,11200,14,10
Mid C Peak,3/20/2020 0:00,3/23/2020 0:00,3/23/2020 0:00,20,17,19.06,-1.66,14800,37,16
Palo Verde Peak,3/20/2020 0:00,3/23/2020 0:00,3/23/2020 0:00,17,13.25,14.61,-6.82,7200,18,11
SP15 EZ Gen DA LMP Peak,3/20/2020 0:00,3/23/2020 0:00,3/23/2020 0:00,24,22,23.42,-0.33,7600,18,13
PJM WH Real Time Peak,3/23/2020 0:00,3/24/2020 0:00,3/24/2020 0:00,19,18.1,18.6,-2.95,8800,11,12
Mid C Peak,3/23/2020 0:00,3/24/2020 0:00,3/24/2020 0:00,22.25,19.5,21.61,2.55,23200,57,16
Nepool MH DA LMP Peak,3/23/2020 0:00,3/24/2020 0:00,3/24/2020 0:00,18,18,18,1.3,2400,3,4
SP15 EZ Gen DA LMP Peak,3/23/2020 0:00,3/24/2020 0:00,3/24/2020 0:00,22.75,22.5,22.63,-0.79,4000,7,5
Palo Verde Peak,3/23/2020 0:00,3/24/2020 0:00,3/24/2020 0:00,17,15.5,16.25,1.64,4800,12,10
Nepool MH DA LMP Peak,3/24/2020 0:00,3/25/2020 0:00,3/25/2020 0:00,20.25,20,20.1,2.1,9600,12,9
Palo Verde Peak,3/24/2020 0:00,3/25/2020 0:00,3/25/2020 0:00,17,16.25,16.5,0.25,6000,15,10
PJM WH Real Time Peak,3/24/2020 0:00,3/25/2020 0:00,3/25/2020 0:00,24.8,23,23.7,5.1,13600,17,18
Mid C Peak,3/24/2020 0:00,3/25/2020 0:00,3/25/2020 0:00,22.5,20,21.35,-0.26,15200,38,17
SP15 EZ Gen DA LMP Peak,3/24/2020 0:00,3/25/2020 0:00,3/25/2020 0:00,22,21,21.62,-1.01,6800,14,8
Palo Verde Peak,3/25/2020 0:00,3/26/2020 0:00,3/26/2020 0:00,16,14.5,15.2,-1.3,8000,17,12
Nepool MH DA LMP Peak,3/25/2020 0:00,3/26/2020 0:00,3/26/2020 0:00,17.25,17.25,17.25,-2.85,3200,4,3
Mid C Peak,3/25/2020 0:00,3/26/2020 0:00,3/26/2020 0:00,16.5,16,16.32,-5.03,20400,51,14
PJM WH Real Time Peak,3/25/2020 0:00,3/26/2020 0:00,3/26/2020 0:00,20.5,19.5,20.17,-3.53,4800,6,9
SP15 EZ Gen DA LMP Peak,3/25/2020 0:00,3/26/2020 0:00,3/26/2020 0:00,19,18,18.38,-3.24,1600,4,5
PJM WH Real Time Peak,3/26/2020 0:00,3/27/2020 0:00,3/27/2020 0:00,19.5,18.25,18.71,-1.46,10400,13,14
Palo Verde Peak,3/26/2020 0:00,3/27/2020 0:00,3/28/2020 0:00,15,13,14.34,-0.86,11200,14,10
Nepool MH DA LMP Peak,3/26/2020 0:00,3/27/2020 0:00,3/27/2020 0:00,17,17,17,-0.25,800,1,2
SP15 EZ Gen DA LMP Peak,3/26/2020 0:00,3/27/2020 0:00,3/28/2020 0:00,15.25,15,15.14,-3.24,5600,6,6
Mid C Peak,3/26/2020 0:00,3/27/2020 0:00,3/28/2020 0:00,16.75,14.5,15.55,-0.77,26400,31,12
Mid C Peak,3/27/2020 0:00,3/30/2020 0:00,3/30/2020 0:00,16,13.5,15.29,-0.26,14400,36,16
SP15 EZ Gen DA LMP Peak,3/27/2020 0:00,4/1/2020 0:00,3/30/2020 0:00,18.5,16.5,17.09,1.95,16800,37,14
Nepool MH DA LMP Peak,3/27/2020 0:00,3/30/2020 0:00,3/30/2020 0:00,18.25,18.25,18.25,1.25,4800,6,5
PJM WH Real Time Peak,3/27/2020 0:00,3/30/2020 0:00,3/30/2020 0:00,18.5,18.25,18.3,-0.41,4000,5,6
Palo Verde Peak,3/27/2020 0:00,3/30/2020 0:00,3/30/2020 0:00,14.75,9.5,12.46,-1.88,6800,17,12
Palo Verde Peak,3/30/2020 0:00,4/14/2020 0:00,3/31/2020 0:00,13.25,12.25,12.75,0.29,3200,8,9
PJM WH Real Time Peak,3/30/2020 0:00,4/6/2020 0:00,3/31/2020 0:00,20.95,19.5,20.36,2.06,10400,13,10
Mid C Peak,3/30/2020 0:00,4/11/2020 0:00,3/31/2020 0:00,17.75,16,17.08,1.79,14000,35,13
SP15 EZ Gen DA LMP Peak,3/30/2020 0:00,4/15/2020 0:00,3/31/2020 0:00,17.75,16.75,17.46,0.37,16800,29,13
Nepool MH DA LMP Peak,3/30/2020 0:00,4/4/2020 0:00,3/31/2020 0:00,18.75,18.4,18.59,0.34,6400,8,8
Palo Verde Peak,3/31/2020 0:00,4/28/2020 0:00,4/1/2020 0:00,13.5,10.5,11.36,-1.39,9200,23,14
Mid C Peak,3/31/2020 0:00,4/26/2020 0:00,4/1/2020 0:00,19.5,18.5,18.97,1.89,14800,37,16
Nepool MH DA LMP Peak,3/31/2020 0:00,4/17/2020 0:00,4/1/2020 0:00,20.75,20,20.32,1.73,11200,14,12
SP15 EZ Gen DA LMP Peak,3/31/2020 0:00,4/29/2020 0:00,4/1/2020 0:00,15,13.5,14.01,-3.45,11600,28,17
PJM WH Real Time Peak,3/31/2020 0:00,4/19/2020 0:00,4/1/2020 0:00,21.85,21,21.48,1.12,7200,9,11
Mid C Peak,4/1/2020 0:00,4/2/2020 0:00,4/2/2020 0:00,20.5,19,19.94,0.97,16000,40,16
Palo Verde Peak,4/1/2020 0:00,4/2/2020 0:00,4/2/2020 0:00,12.5,12,12.06,0.7,3600,9,9
SP15 EZ Gen DA LMP Peak,4/1/2020 0:00,4/2/2020 0:00,4/2/2020 0:00,14,13.75,13.78,-0.23,4000,8,5
PJM WH Real Time Peak,4/1/2020 0:00,4/2/2020 0:00,4/2/2020 0:00,18.9,18.6,18.88,-2.6,10400,12,11
Nepool MH DA LMP Peak,4/1/2020 0:00,4/2/2020 0:00,4/2/2020 0:00,20.5,20,20.42,0.1,12800,16,8
Nepool MH DA LMP Peak,4/2/2020 0:00,4/3/2020 0:00,4/3/2020 0:00,21.25,20.5,20.95,0.53,18400,21,15
PJM WH Real Time Peak,4/2/2020 0:00,4/3/2020 0:00,4/3/2020 0:00,16.6,15.75,16.13,-2.75,4800,6,8
SP15 EZ Gen DA LMP Peak,4/2/2020 0:00,4/3/2020 0:00,4/4/2020 0:00,12.5,12,12.33,-1.45,4800,5,8
Mid C Peak,4/2/2020 0:00,4/3/2020 0:00,4/4/2020 0:00,23,21,22.41,2.47,52000,65,18
Palo Verde Peak,4/2/2020 0:00,4/3/2020 0:00,4/4/2020 0:00,12,11.5,11.79,-0.27,5600,7,8
Mid C Peak,4/3/2020 0:00,4/6/2020 0:00,4/6/2020 0:00,23.5,21,23,0.59,25200,62,20
SP15 EZ Gen DA LMP Peak,4/3/2020 0:00,4/6/2020 0:00,4/6/2020 0:00,21,19.5,19.65,7.32,15600,14,9
Palo Verde Peak,4/3/2020 0:00,4/6/2020 0:00,4/6/2020 0:00,16,14.5,15.33,3.54,3600,9,11
PJM WH Real Time Peak,4/3/2020 0:00,4/6/2020 0:00,4/6/2020 0:00,18.25,18,18.1,1.97,4000,5,7
Nepool MH DA LMP Peak,4/6/2020 0:00,4/7/2020 0:00,4/7/2020 0:00,20.75,20.25,20.48,-0.47,15200,19,10
PJM WH Real Time Peak,4/6/2020 0:00,4/7/2020 0:00,4/7/2020 0:00,17.25,17,17.12,-0.98,8000,10,9
SP15 EZ Gen DA LMP Peak,4/6/2020 0:00,4/7/2020 0:00,4/7/2020 0:00,27,25.5,26.33,6.68,16800,34,19
Mid C Peak,4/6/2020 0:00,4/7/2020 0:00,4/7/2020 0:00,20,18.5,19.28,-3.72,24400,60,14
Palo Verde Peak,4/6/2020 0:00,4/7/2020 0:00,4/7/2020 0:00,17.75,17,17.27,1.94,5600,13,10
Mid C Peak,4/7/2020 0:00,4/8/2020 0:00,4/9/2020 0:00,24,22.75,23.39,4.11,47200,59,16
Palo Verde Peak,4/7/2020 0:00,4/8/2020 0:00,4/9/2020 0:00,18,17.5,17.7,0.43,11200,14,11
SP15 EZ Gen DA LMP Peak,4/7/2020 0:00,4/8/2020 0:00,4/9/2020 0:00,27,26,26.95,0.62,16800,17,9
PJM WH Real Time Peak,4/7/2020 0:00,4/8/2020 0:00,4/8/2020 0:00,20,17.35,18.58,1.46,20000,22,18
Nepool MH DA LMP Peak,4/7/2020 0:00,4/8/2020 0:00,4/8/2020 0:00,22.1,21.75,21.84,1.36,14400,13,7
Nepool MH DA LMP Peak,4/8/2020 0:00,4/9/2020 0:00,4/9/2020 0:00,22.5,22.25,22.41,0.57,10400,13,7
SP15 EZ Gen DA LMP Peak,4/8/2020 0:00,4/10/2020 0:00,4/11/2020 0:00,16,15.5,15.81,-11.14,6400,8,7
Mid C Peak,4/8/2020 0:00,4/10/2020 0:00,4/11/2020 0:00,21.5,17,19.33,-4.06,62400,77,17
Palo Verde Peak,4/8/2020 0:00,4/10/2020 0:00,4/11/2020 0:00,15,14,14.36,-3.34,8800,11,7
PJM WH Real Time Peak,4/8/2020 0:00,4/9/2020 0:00,4/9/2020 0:00,18,16.95,17.49,-1.09,21600,25,21
SP15 EZ Gen DA LMP Peak,4/9/2020 0:00,4/13/2020 0:00,4/13/2020 0:00,17,16.75,16.94,1.13,10800,23,14
Palo Verde Peak,4/9/2020 0:00,4/13/2020 0:00,4/13/2020 0:00,14,13,13.67,-0.69,2400,6,5
Mid C Peak,4/9/2020 0:00,4/13/2020 0:00,4/13/2020 0:00,27,23.5,25.31,5.98,32400,80,19
Nepool MH DA LMP Peak,4/9/2020 0:00,4/10/2020 0:00,4/10/2020 0:00,20.75,20.75,20.75,-1.66,1600,2,3
PJM WH Real Time Peak,4/9/2020 0:00,4/10/2020 0:00,4/10/2020 0:00,19.5,17.9,18.5,1.01,24800,29,21
Palo Verde Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,13.75,11,12.67,-1,1200,3,3
Nepool MH DA LMP Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,16,16,16,-4.75,800,1,2
PJM WH Real Time Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,23,22,22.48,3.98,11200,14,16
SP15 EZ Gen DA LMP Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,18,17.5,17.6,0.66,16800,36,16
NP15 EZ Gen DA LMP Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,23,23,23,-12.25,400,1,2
Mid C Peak,4/13/2020 0:00,4/14/2020 0:00,4/14/2020 0:00,17.75,16,16.77,-8.54,24400,61,17
Mid C Peak,4/14/2020 0:00,4/15/2020 0:00,4/15/2020 0:00,17.5,16.25,16.95,0.18,18800,47,14
Palo Verde Peak,4/14/2020 0:00,4/15/2020 0:00,4/15/2020 0:00,15,14,14.54,1.87,2400,6,7
SP15 EZ Gen DA LMP Peak,4/14/2020 0:00,4/15/2020 0:00,4/15/2020 0:00,15.5,15,15.19,-2.41,5200,7,6
PJM WH Real Time Peak,4/14/2020 0:00,4/15/2020 0:00,4/15/2020 0:00,24.55,24,24.4,1.92,11200,14,16
Nepool MH DA LMP Peak,4/14/2020 0:00,4/15/2020 0:00,4/15/2020 0:00,21.6,21.5,21.52,5.52,4000,5,6
Palo Verde Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,14.5,14,14.17,-0.37,1200,3,4
SP15 EZ Gen DA LMP Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,14,13.5,13.95,-1.24,18800,32,10
Indiana Hub RT Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,23.25,23,23.13,1.38,1600,2,4
PJM WH Real Time Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,22.75,21.5,21.9,-2.5,16000,18,14
Mid C Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,18.75,17,17.88,0.93,16800,42,14
Nepool MH DA LMP Peak,4/15/2020 0:00,4/16/2020 0:00,4/16/2020 0:00,21.25,20,20.9,-0.62,4000,5,6
Nepool MH DA LMP Peak,4/16/2020 0:00,4/17/2020 0:00,4/17/2020 0:00,17.5,17.25,17.44,-3.46,3200,4,6
Mid C Peak,4/16/2020 0:00,4/17/2020 0:00,4/18/2020 0:00,18.5,15.75,17.04,-0.84,28000,35,15
SP15 EZ Gen DA LMP Peak,4/16/2020 0:00,4/17/2020 0:00,4/18/2020 0:00,15,14.5,14.75,0.8,24000,29,15
Palo Verde Peak,4/16/2020 0:00,4/17/2020 0:00,4/18/2020 0:00,15,12,14.25,0.08,3200,4,6
PJM WH Real Time Peak,4/16/2020 0:00,4/17/2020 0:00,4/17/2020 0:00,20.6,20,20.17,-1.73,4000,5,6
PJM WH Real Time Peak,4/17/2020 0:00,4/20/2020 0:00,4/20/2020 0:00,20,19,19.63,-0.54,4000,5,6
Palo Verde Peak,4/17/2020 0:00,4/20/2020 0:00,4/20/2020 0:00,12,11,11.23,-3.02,8400,19,10
Mid C Peak,4/17/2020 0:00,4/20/2020 0:00,4/20/2020 0:00,22,20,21.27,4.23,18800,47,19
SP15 EZ Gen DA LMP Peak,4/17/2020 0:00,4/20/2020 0:00,4/20/2020 0:00,21,17.5,19.52,4.77,18000,38,16
Mid C Peak,4/20/2020 0:00,4/21/2020 0:00,4/21/2020 0:00,15.75,13.5,14.87,-6.4,35200,88,16
Palo Verde Peak,4/20/2020 0:00,4/21/2020 0:00,4/21/2020 0:00,13,12.25,12.53,1.3,4000,10,10
PJM WH Real Time Peak,4/20/2020 0:00,4/21/2020 0:00,4/21/2020 0:00,20.75,20,20.27,0.64,2400,3,5
Nepool MH DA LMP Peak,4/20/2020 0:00,4/21/2020 0:00,4/21/2020 0:00,20,19.5,19.83,2.39,2400,3,4
Nepool MH DA LMP Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,20.5,20.25,20.31,0.48,3200,4,4
PJM WH Real Time Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,20.5,20,20.34,0.07,11200,14,11
Mid C Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,16.5,15.25,15.72,0.85,18400,44,17
Indiana Hub RT Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,23.45,23.45,23.45,0.32,3200,4,4
Palo Verde Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,17.5,16.75,17.22,4.69,8800,22,10
SP15 EZ Gen DA LMP Peak,4/21/2020 0:00,4/22/2020 0:00,4/22/2020 0:00,16.5,15.5,16.23,-3.29,13600,26,14
PJM WH Real Time Peak,4/22/2020 0:00,4/23/2020 0:00,4/23/2020 0:00,21,20,20.33,-0.01,13600,16,17
Palo Verde Peak,4/22/2020 0:00,4/23/2020 0:00,4/23/2020 0:00,19,16,18.47,1.25,7200,18,11
Nepool MH DA LMP Peak,4/22/2020 0:00,4/23/2020 0:00,4/23/2020 0:00,21.5,21.5,21.5,1.19,4000,5,6
SP15 EZ Gen DA LMP Peak,4/22/2020 0:00,4/23/2020 0:00,4/23/2020 0:00,18,16.5,17.12,0.89,16800,40,16
Mid C Peak,4/22/2020 0:00,4/23/2020 0:00,4/23/2020 0:00,13.25,11.75,12.61,-3.11,23600,59,18
PJM WH Real Time Peak,4/23/2020 0:00,4/24/2020 0:00,4/24/2020 0:00,21.45,21,21.1,0.77,8800,11,14
Mid C Peak,4/23/2020 0:00,4/24/2020 0:00,4/25/2020 0:00,20,16,18.3,5.69,51200,64,15
Palo Verde Peak,4/23/2020 0:00,4/24/2020 0:00,4/25/2020 0:00,26,24,25.36,6.89,16800,21,11
Nepool MH DA LMP Peak,4/23/2020 0:00,4/24/2020 0:00,4/24/2020 0:00,23.5,23,23.31,1.81,4800,6,6
SP15 EZ Gen DA LMP Peak,4/23/2020 0:00,4/24/2020 0:00,4/25/2020 0:00,22,21.25,21.62,4.5,18400,22,15
SP15 EZ Gen DA LMP Peak,4/24/2020 0:00,4/27/2020 0:00,4/27/2020 0:00,20,17.5,18.3,-3.32,14400,36,17
Mid C Peak,4/24/2020 0:00,4/27/2020 0:00,4/27/2020 0:00,13,11.5,12.11,-6.19,21600,54,15
PJM WH Real Time Peak,4/24/2020 0:00,4/27/2020 0:00,4/27/2020 0:00,21,21,21,-0.1,3200,4,3
Palo Verde Peak,4/24/2020 0:00,4/27/2020 0:00,4/27/2020 0:00,27,24.25,26.21,0.85,8400,21,11
Mid C Peak,4/27/2020 0:00,4/28/2020 0:00,4/28/2020 0:00,17,15.5,16.84,4.73,22000,55,17
SP15 EZ Gen DA LMP Peak,4/27/2020 0:00,4/28/2020 0:00,4/28/2020 0:00,24.25,22.75,23.26,4.96,18000,38,21
Nepool MH DA LMP Peak,4/27/2020 0:00,4/28/2020 0:00,4/28/2020 0:00,20.25,20,20.03,-3.28,6400,8,5
PJM WH Real Time Peak,4/27/2020 0:00,4/28/2020 0:00,4/28/2020 0:00,21.65,21,21.22,0.22,4000,5,8
Palo Verde Peak,4/27/2020 0:00,4/28/2020 0:00,4/28/2020 0:00,31,23.5,29,2.79,6000,15,9
Nepool MH DA LMP Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,18,17.25,17.7,-2.33,11200,10,9
PJM WH Real Time Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,20,19,19.67,-1.55,4800,6,7
Mid C Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,15,13.25,13.93,-2.91,14800,37,16
Indiana Hub RT Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,23.25,23.25,23.25,-0.2,1600,2,2
SP15 EZ Gen DA LMP Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,23.5,22.75,22.9,-0.36,19200,42,19
Palo Verde Peak,4/28/2020 0:00,4/29/2020 0:00,4/29/2020 0:00,30,27,27.38,-1.62,4800,12,9
Palo Verde Peak,4/29/2020 0:00,4/30/2020 0:00,4/30/2020 0:00,21.5,16,19.19,-8.19,3200,8,8
SP15 EZ Gen DA LMP Peak,4/29/2020 0:00,4/30/2020 0:00,4/30/2020 0:00,17.25,17,17.01,-5.89,6800,12,11
PJM WH Real Time Peak,4/29/2020 0:00,4/30/2020 0:00,4/30/2020 0:00,19.2,19,19.08,-0.59,4000,5,5
Mid C Peak,4/29/2020 0:00,4/30/2020 0:00,4/30/2020 0:00,12.5,11.75,12.19,-1.74,15600,38,16
